Rapport_Collecte,Rapport_clean,Contamination,Etat_materiau
"Feuilles et cartons collectés en provenance de l'Usine B. Masse totale 15.3 kg. Matériau léger, souple et opaque. Lot conforme aux standards de tri.",feuilles carton totale 15 3kg léger souple opaque conforme standard tri,0,Inconnu
"Déchet en verre collecté à l'Usine B. Poids lourd : 188.7 kg, volume 378.8 L. Très rigide, non conducteur, aspect légèrement translucide.",verre lourd 188 7kg 378 très rigide conducteur aspect légèrement translucide,0,Moyen
"Bris de verre ou contenants issu de la collecte citoyenne. Masse 164.2 kg. Matériau dense, rigidité élevée, transparence partielle. Étiquetage absent sur le conteneur.",bris verre contenants citoyenne 164 2kg dense rigidité élevée transparence partielle étiquetage absent conteneur,0,Moyen
"Feuilles et cartons collectés à l'Usine A. Masse totale 15.8 kg. Matériau léger, souple et opaque. Aucune anomalie signalée.",feuilles carton totale 15 8kg léger souple opaque aucune anomalie signalée,0,Inconnu
"Déchets plastiques divers depuis le Centre de Tri. Poids estimé 28.7 kg. Opacité légèrement translucide, souplesse variable. État dégradé, recyclage partiel possible.",déchets plastique diver depuis centre tri 28 7kg opacité légèrement translucide souplesse variable état dégradé recyclage partiel possible,0,Moyen
"Emballages plastiques récupérés en provenance de l'Usine A. Masse 35.1 kg, volume 99.9 L. semi-rigide, non conducteur.",emballages plastique récupérés 35 1kg 99 semi rigide conducteur,0,Inconnu
"Métal de récupération via la collecte citoyenne. Masse 49.8 kg. Forte conductivité (non mesurée), rigidité élevée. Bonne valeur marchande.",métal récupération via citoyenne 49 8kg forte conductivité mesurée rigidité élevée bonne valeur marchande,0,Inconnu
"Feuilles et cartons collectés à l'emplacement non spécifié. Masse totale 7.5 kg. Matériau léger, souple et opaque. Poids anormalement élevé pour cette catégorie.",feuilles carton emplacement spécifié totale 7 5kg léger souple opaque anormalement élevé cette catégorie,0,Inconnu
"Déchet de type papier identifié sans localisation enregistrée. Volume estimé 62.0 L, poids 11.5 kg. Texture souple, très opaque.",papier identifié sans localisation enregistrée 62 11 5kg texture souple très opaque,0,Inconnu
"Verre recyclable à l'Usine B. Poids 224.1 kg, volume 441.0 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable 224 1kg 441 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Déchets plastiques divers provenant de l'Usine A. Poids estimé 37.4 kg. Opacité indéterminée, souplesse variable. Poids anormalement élevé pour cette catégorie.",déchets plastique diver provenant 37 4kg opacité indéterminée souplesse variable anormalement élevé cette catégorie,0,Inconnu
"Lot métallique issu de la collecte citoyenne. Poids 43.6 kg, volume 105.0 L. Conducteur, très rigide. Aspect indéterminée. Matériau mélangé à d'autres déchets.",métallique citoyenne 43 6kg 105 conducteur très rigide aspect indéterminée mélangé autres déchets,0,Inconnu
"Feuilles et cartons collectés au centre de tri municipal. Masse totale non mesuré kg. Matériau léger, souple et opaque. Légère contamination observée.",feuilles carton centre tri municipal totale mesuré léger souple opaque légère contamination observée,1,Inconnu
"Déchets en verre identifiés lors d'une collecte citoyenne. Poids 184.5 kg, volume non mesuré L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés lors citoyenne 184 5kg mesuré conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Déchet non catégorisé collecté depuis l'Usine B. Poids 7.5 kg, volume 17.5 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",catégorisé depuis 7 5kg 17 caractéristiques ambiguës nécessite analyse complémentaire,0,Inconnu
"Plastique de tri sélectif provenant de l'Usine A. Masse non mesuré kg. Matériau semi-rigide, faible conductivité. Volume surestimé, vérification recommandée.",plastique tri sélectif provenant mesuré semi rigide faible conductivité surestimé vérification recommandée,0,Inconnu
"Déchet plastique collecté provenant de l'Usine A. Poids 31.6 kg, volume 46.1 L. Rigidité semi-rigide, non conducteur. Surface semi-opaque.",plastique provenant 31 6kg 46 rigidité semi rigide conducteur surface semi opaque,0,Inconnu
"Déchet en verre collecté issu de la collecte citoyenne. Poids lourd : 164.9 kg, volume 358.7 L. Très rigide, non conducteur, aspect légèrement translucide.",verre citoyenne lourd 164 9kg 358 très rigide conducteur aspect légèrement translucide,0,Moyen
"Déchets métalliques triés via la collecte citoyenne. Poids 69.4 kg. Conductivité mesurée : 0.935. Matériau dense et résistant. Volume surestimé, vérification recommandée.",déchets métalliques triés via citoyenne 69 4kg conductivité mesurée 0 935 dense résistant surestimé vérification recommandée,0,Inconnu
"Déchets en verre identifiés depuis le Centre de Tri. Poids 177.0 kg, volume 383.9 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés depuis centre tri 177 0kg 383 conducteur très rigide nécessite manipulation précaution,0,Inconnu
Déchets métalliques triés en provenance de l'Usine A. Poids 36.6 kg. Conductivité mesurée : 0.848. Matériau dense et résistant. Acheminement prioritaire demandé.,déchets métalliques triés 36 6kg conductivité mesurée 0 848 dense résistant acheminement prioritaire demandé,0,Inconnu
"Métal de récupération à l'Usine B. Masse 61.6 kg. Forte conductivité (0.854), rigidité élevée. Bonne valeur marchande.",métal récupération 61 6kg forte conductivité 0 854 rigidité élevée bonne valeur marchande,0,Inconnu
"Emballages plastiques récupérés au Centre de Tri. Masse 19.2 kg, volume 45.1 L. semi-rigide, non conducteur.",emballages plastique récupérés centre tri 19 2kg 45 semi rigide conducteur,0,Inconnu
"Lot métallique lors d'une collecte citoyenne. Poids 68.7 kg, volume 143.9 L. Conducteur, très rigide. Aspect très opaque. Volume surestimé, vérification recommandée.",métallique lors citoyenne 68 7kg 143 conducteur très rigide aspect très opaque surestimé vérification recommandée,0,Inconnu
"Déchet de type papier identifié depuis le Centre de Tri. Volume estimé 20.6 L, poids 21.6 kg. Texture semi-rigide, très opaque.",papier identifié depuis centre tri 20 21 6kg texture semi rigide très opaque,0,Inconnu
"Feuilles et cartons collectés à l'Usine B. Masse totale 21.7 kg. Matériau léger, souple et opaque. Traces d'humidité détectées.",feuilles carton totale 21 7kg léger souple opaque trace humidité détectées,1,Inconnu
"Déchet métallique détecté en provenance de l'Usine A. Poids 51.5 kg, volume 87.6 L. Conductivité élevée (0.905), rigidité importante. Poids anormalement élevé pour cette catégorie.",métallique détecté 51 5kg 87 conductivité élevée 0 905 rigidité importante anormalement élevé cette catégorie,0,Inconnu
Déchet inclassifiable détecté au Centre de Tri. Masse estimée 10.2 kg. Agent de tri recommande contrôle visuel supplémentaire. Traces d'humidité détectées.,inclassifiable détecté centre tri 10 2kg agent tri recommande contrôle visuel supplémentaire trace humidité détectées,1,Inconnu
"Plastique de tri sélectif en provenance de l'Usine B. Masse 34.7 kg. Matériau semi-rigide, faible conductivité. Conditionnement non conforme au protocole.",plastique tri sélectif 34 7kg semi rigide faible conductivité conditionnement conforme protocole,0,Inconnu
"Déchet plastique collecté au Centre de Tri. Poids non mesuré kg, volume 43.6 L. Rigidité semi-rigide, non conducteur. Surface légèrement translucide.",plastique centre tri mesuré 43 rigidité semi rigide conducteur surface légèrement translucide,0,Moyen
"Feuilles et cartons collectés à l'Usine B. Masse totale 13.5 kg. Matériau léger, souple et opaque. Étiquetage absent sur le conteneur.",feuilles carton totale 13 5kg léger souple opaque étiquetage absent conteneur,0,Inconnu
"Lot plastique sans localisation enregistrée. Volume 103.9 L, poids 37.0 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",plastique sans localisation enregistrée 103 37 0kg aspect semi opaque rigidité moyenne aucune trace métal,1,Moyen
"Feuilles et cartons collectés en provenance de l'Usine B. Masse totale 12.1 kg. Matériau léger, souple et opaque. Légère contamination observée.",feuilles carton totale 12 1kg léger souple opaque légère contamination observée,1,Inconnu
"Bris de verre ou contenants en provenance de l'Usine A. Masse 218.6 kg. Matériau dense, rigidité élevée, transparence partielle. Étiquetage absent sur le conteneur.",bris verre contenants 218 6kg dense rigidité élevée transparence partielle étiquetage absent conteneur,0,Moyen
"Déchets en verre identifiés en provenance de l'Usine A. Poids 199.5 kg, volume 376.3 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés 199 5kg 376 conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Déchets plastiques divers en provenance de l'Usine A. Poids estimé 34.1 kg. Opacité légèrement translucide, souplesse variable. Légère contamination observée.",déchets plastique diver 34 1kg opacité légèrement translucide souplesse variable légère contamination observée,1,Moyen
"Déchets en verre identifiés au Centre de Tri. Poids 97.2 kg, volume 186.0 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés centre tri 97 2kg 186 conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Déchet de type papier identifié à l'Usine A. Volume estimé 28.2 L, poids 8.3 kg. Texture semi-rigide, très opaque.",papier identifié 28 8 3kg texture semi rigide très opaque,0,Inconnu
"Métal de récupération en provenance de l'Usine B. Masse non mesuré kg. Forte conductivité (0.859), rigidité élevée. Bonne valeur marchande.",métal récupération mesuré forte conductivité 0 859 rigidité élevée bonne valeur marchande,0,Inconnu
"Déchet plastique collecté à l'Usine A. Poids -99.0 kg, volume 94.9 L. Rigidité semi-rigide, non conducteur. Surface légèrement translucide.",plastique 99 0kg 94 rigidité semi rigide conducteur surface légèrement translucide,0,Moyen
Lot de verre trié en provenance de l'Usine A. Masse 143.3 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Traces d'humidité détectées.,verre trié 143 3kg lourd extrêmement rigide aspect légèrement translucide trace humidité détectées,1,Moyen
"Bris de verre ou contenants issu de la collecte citoyenne. Masse 155.9 kg. Matériau dense, rigidité élevée, transparence partielle. Traces d'humidité détectées.",bris verre contenants citoyenne 155 9kg dense rigidité élevée transparence partielle trace humidité détectées,1,Moyen
Déchets métalliques triés au centre de tri municipal. Poids 64.7 kg. Conductivité mesurée : 0.921. Matériau dense et résistant. Traces d'humidité détectées.,déchets métalliques triés centre tri municipal 64 7kg conductivité mesurée 0 921 dense résistant trace humidité détectées,1,Inconnu
Lot de verre trié au centre de tri municipal. Masse 174.5 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Lot conforme aux standards de tri.,verre trié centre tri municipal 174 5kg lourd extrêmement rigide aspect légèrement translucide conforme standard tri,0,Moyen
"Plastique de tri sélectif à l'Usine A. Masse 27.9 kg. Matériau semi-rigide, faible conductivité. État dégradé, recyclage partiel possible.",plastique tri sélectif 27 9kg semi rigide faible conductivité état dégradé recyclage partiel possible,0,Inconnu
"Emballages plastiques récupérés lors d'une collecte citoyenne. Masse 17.9 kg, volume 3.5 L. semi-rigide, non conducteur.",emballages plastique récupérés lors citoyenne 17 9kg 3 semi rigide conducteur,0,Inconnu
"Lot métallique lors d'une collecte citoyenne. Poids 41.7 kg, volume 85.8 L. Conducteur, très rigide. Aspect très opaque. Poids anormalement élevé pour cette catégorie.",métallique lors citoyenne 41 7kg 85 conducteur très rigide aspect très opaque anormalement élevé cette catégorie,0,Inconnu
"Déchet en verre collecté à l'Usine A. Poids lourd : 215.9 kg, volume 419.6 L. Très rigide, non conducteur, aspect légèrement translucide.",verre lourd 215 9kg 419 très rigide conducteur aspect légèrement translucide,0,Moyen
"Lot plastique à l'Usine A. Volume 71.1 L, poids 34.0 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",plastique 71 34 0kg aspect légèrement translucide rigidité moyenne aucune trace métal,1,Moyen
"Déchets plastiques divers provenant de l'Usine A. Poids estimé 36.7 kg. Opacité indéterminée, souplesse variable. Poids anormalement élevé pour cette catégorie.",déchets plastique diver provenant 36 7kg opacité indéterminée souplesse variable anormalement élevé cette catégorie,0,Inconnu
"Feuilles et cartons collectés en provenance de l'Usine B. Masse totale 15.3 kg. Matériau léger, souple et opaque. Conditionnement non conforme au protocole.",feuilles carton totale 15 3kg léger souple opaque conditionnement conforme protocole,0,Inconnu
"Emballages plastiques récupérés en provenance de l'Usine B. Masse 30.8 kg, volume 48.0 L. semi-rigide, non conducteur.",emballages plastique récupérés 30 8kg 48 semi rigide conducteur,0,Inconnu
"Plastique de tri sélectif depuis le Centre de Tri. Masse 13.9 kg. Matériau semi-rigide, faible conductivité. Odeur inhabituelle signalée par l'agent.",plastique tri sélectif depuis centre tri 13 9kg semi rigide faible conductivité odeur inhabituelle signalée agent,0,Inconnu
"Métal de récupération via la collecte citoyenne. Masse 67.3 kg. Forte conductivité (0.822), rigidité élevée. Bonne valeur marchande.",métal récupération via citoyenne 67 3kg forte conductivité 0 822 rigidité élevée bonne valeur marchande,0,Inconnu
Déchet inclassifiable détecté via la collecte citoyenne. Masse estimée 21.2 kg. Agent de tri recommande contrôle visuel supplémentaire. Acheminement prioritaire demandé.,inclassifiable détecté via citoyenne 21 2kg agent tri recommande contrôle visuel supplémentaire acheminement prioritaire demandé,0,Inconnu
"Déchet en verre collecté à l'Usine A. Poids lourd : 137.6 kg, volume non mesuré L. Très rigide, non conducteur, aspect légèrement translucide.",verre lourd 137 6kg mesuré très rigide conducteur aspect légèrement translucide,0,Moyen
"Plastique de tri sélectif via la collecte citoyenne. Masse 47.1 kg. Matériau rigide, faible conductivité. Odeur inhabituelle signalée par l'agent.",plastique tri sélectif via citoyenne 47 1kg rigide faible conductivité odeur inhabituelle signalée agent,0,Inconnu
"Lot plastique issu de la collecte citoyenne. Volume 20.6 L, poids non mesuré kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",plastique citoyenne 20 mesuré aspect semi opaque rigidité moyenne aucune trace métal,1,Moyen
"Déchet en verre collecté au centre de tri municipal. Poids lourd : 228.5 kg, volume 450.5 L. Très rigide, non conducteur, aspect légèrement translucide.",verre centre tri municipal lourd 228 5kg 450 très rigide conducteur aspect légèrement translucide,0,Moyen
"Métal de récupération au centre de tri municipal. Masse 83.4 kg. Forte conductivité (0.912), rigidité élevée. Bonne valeur marchande.",métal récupération centre tri municipal 83 4kg forte conductivité 0 912 rigidité élevée bonne valeur marchande,0,Inconnu
"Verre recyclable à l'Usine B. Poids 182.4 kg, volume non mesuré L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable 182 4kg mesuré rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Déchet plastique collecté en provenance de l'Usine B. Poids 28.9 kg, volume 70.6 L. Rigidité rigide, non conducteur. Surface légèrement translucide.",plastique 28 9kg 70 rigidité rigide conducteur surface légèrement translucide,0,Moyen
"Emballages plastiques récupérés lors d'une collecte citoyenne. Masse 23.3 kg, volume 43.1 L. semi-rigide, non conducteur.",emballages plastique récupérés lors citoyenne 23 3kg 43 semi rigide conducteur,0,Inconnu
"Plastique de tri sélectif en provenance de l'Usine B. Masse 32.9 kg. Matériau semi-rigide, faible conductivité. État dégradé, recyclage partiel possible.",plastique tri sélectif 32 9kg semi rigide faible conductivité état dégradé recyclage partiel possible,0,Inconnu
"Papier usagé depuis l'Usine B. Poids relevé : 11.1 kg. Faible rigidité, non conducteur. Aucune anomalie signalée.",papier usagé depuis relevé 11 1kg faible rigidité conducteur aucune anomalie signalée,0,Inconnu
"Lot métallique issu de la collecte citoyenne. Poids 53.3 kg, volume 97.1 L. Conducteur, très rigide. Aspect indéterminée. Volume surestimé, vérification recommandée.",métallique citoyenne 53 3kg 97 conducteur très rigide aspect indéterminée surestimé vérification recommandée,0,Inconnu
Déchets métalliques triés au Centre de Tri. Poids 53.4 kg. Conductivité mesurée : 0.904. Matériau dense et résistant. Légère contamination observée.,déchets métalliques triés centre tri 53 4kg conductivité mesurée 0 904 dense résistant légère contamination observée,1,Inconnu
"Lot de papier récupéré provenant de l'Usine A. Poids léger de 25.1 kg, volume moyen. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré provenant léger 25 1kg moyen souple conducteur aspect très opaque bon état général,0,Moyen
"Verre recyclable à l'emplacement non spécifié. Poids 176.9 kg, volume 353.3 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable emplacement spécifié 176 9kg 353 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Déchet métallique détecté à l'Usine A. Poids 65.4 kg, volume 165.2 L. Conductivité élevée (0.890), rigidité importante. Matériau mélangé à d'autres déchets.",métallique détecté 65 4kg 165 conductivité élevée 0 890 rigidité importante mélangé autres déchets,0,Inconnu
"Lot métallique au Centre de Tri. Poids non mesuré kg, volume 96.1 L. Conducteur, très rigide. Aspect très opaque. Matériau mélangé à d'autres déchets.",métallique centre tri mesuré 96 conducteur très rigide aspect très opaque mélangé autres déchets,0,Inconnu
"Métal de récupération en provenance de l'Usine A. Masse 40.5 kg. Forte conductivité (0.935), rigidité élevée. Bonne valeur marchande.",métal récupération 40 5kg forte conductivité 0 935 rigidité élevée bonne valeur marchande,0,Inconnu
"Déchet plastique collecté depuis le Centre de Tri. Poids 51.1 kg, volume non mesuré L. Rigidité semi-rigide, non conducteur. Surface semi-opaque.",plastique depuis centre tri 51 1kg mesuré rigidité semi rigide conducteur surface semi opaque,0,Inconnu
"Métal de récupération en provenance de l'Usine B. Masse 70.0 kg. Forte conductivité (0.855), rigidité élevée. Bonne valeur marchande.",métal récupération 70 0kg forte conductivité 0 855 rigidité élevée bonne valeur marchande,0,Inconnu
"Déchet métallique détecté lors d'une collecte citoyenne. Poids 71.1 kg, volume 158.5 L. Conductivité élevée (0.830), rigidité importante. Aucune anomalie signalée.",métallique détecté lors citoyenne 71 1kg 158 conductivité élevée 0 830 rigidité importante aucune anomalie signalée,0,Inconnu
"Feuilles et cartons collectés en provenance de l'Usine B. Masse totale 13.9 kg. Matériau léger, souple et opaque. Poids anormalement élevé pour cette catégorie.",feuilles carton totale 13 9kg léger souple opaque anormalement élevé cette catégorie,0,Inconnu
Déchet inclassifiable détecté lors d'une collecte citoyenne. Masse estimée 77.5 kg. Agent de tri recommande contrôle visuel supplémentaire. Poids anormalement élevé pour cette catégorie.,inclassifiable détecté lors citoyenne 77 5kg agent tri recommande contrôle visuel supplémentaire anormalement élevé cette catégorie,0,Inconnu
"Déchets en verre identifiés à l'Usine A. Poids 215.9 kg, volume 419.6 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés 215 9kg 419 conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Bris de verre ou contenants au centre de tri municipal. Masse 160.9 kg. Matériau dense, rigidité élevée, transparence partielle. État dégradé, recyclage partiel possible.",bris verre contenants centre tri municipal 160 9kg dense rigidité élevée transparence partielle état dégradé recyclage partiel possible,0,Moyen
"Verre recyclable à l'emplacement non spécifié. Poids 191.4 kg, volume 360.4 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable emplacement spécifié 191 4kg 360 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Déchets métalliques triés depuis le Centre de Tri. Poids 75.0 kg. Conductivité mesurée : 0.903. Matériau dense et résistant. État dégradé, recyclage partiel possible.",déchets métalliques triés depuis centre tri 75 0kg conductivité mesurée 0 903 dense résistant état dégradé recyclage partiel possible,0,Inconnu
Déchet inclassifiable détecté provenant de l'Usine A. Masse estimée 89.6 kg. Agent de tri recommande contrôle visuel supplémentaire. Lot conforme aux standards de tri.,inclassifiable détecté provenant 89 6kg agent tri recommande contrôle visuel supplémentaire conforme standard tri,0,Inconnu
"Lot plastique via la collecte citoyenne. Volume non mesuré L, poids non mesuré kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",plastique via citoyenne mesuré mesuré aspect légèrement translucide rigidité moyenne aucune trace métal,1,Moyen
"Déchets plastiques divers en provenance de l'Usine B. Poids estimé non mesuré kg. Opacité légèrement translucide, souplesse variable. Conditionnement non conforme au protocole.",déchets plastique diver mesuré opacité légèrement translucide souplesse variable conditionnement conforme protocole,0,Moyen
"Papier usagé au Centre de Tri. Poids relevé : 14.6 kg. Faible rigidité, non conducteur. Légère contamination observée.",papier usagé centre tri relevé 14 6kg faible rigidité conducteur légère contamination observée,1,Inconnu
"Métal de récupération au Centre de Tri. Masse 78.7 kg. Forte conductivité (0.993), rigidité élevée. Bonne valeur marchande.",métal récupération centre tri 78 7kg forte conductivité 0 993 rigidité élevée bonne valeur marchande,0,Inconnu
"Feuilles et cartons collectés depuis l'Usine B. Masse totale 14.7 kg. Matériau léger, souple et opaque. Poids anormalement élevé pour cette catégorie.",feuilles carton depuis totale 14 7kg léger souple opaque anormalement élevé cette catégorie,0,Inconnu
"Bris de verre ou contenants provenant de l'Usine A. Masse 179.3 kg. Matériau dense, rigidité élevée, transparence partielle. Volume surestimé, vérification recommandée.",bris verre contenants provenant 179 3kg dense rigidité élevée transparence partielle surestimé vérification recommandée,0,Moyen
"Collecte de déchets papier via la collecte citoyenne. Masse 5.5 kg. Matériau semi-rigide, sans conductivité électrique. Surface très opaque.",déchets papier via citoyenne 5 5kg semi rigide sans conductivité électrique surface très opaque,0,Inconnu
"Emballages plastiques récupérés depuis le Centre de Tri. Masse 19.7 kg, volume 47.3 L. semi-rigide, non conducteur.",emballages plastique récupérés depuis centre tri 19 7kg 47 semi rigide conducteur,0,Inconnu
"Déchet de type papier identifié en provenance de l'Usine B. Volume estimé 7.6 L, poids 11.4 kg. Texture semi-rigide, très opaque.",papier identifié 7 11 4kg texture semi rigide très opaque,0,Inconnu
"Feuilles et cartons collectés au centre de tri municipal. Masse totale 16.1 kg. Matériau léger, souple et opaque. Étiquetage absent sur le conteneur.",feuilles carton centre tri municipal totale 16 1kg léger souple opaque étiquetage absent conteneur,0,Inconnu
"Ferraille ou métal collecté en provenance de l'Usine B. Masse 76.6 kg. Haute conductivité électrique, matériau de rigidité non mesurée. Prix revente estimé.",ferraille métal 76 6kg haute conductivité électrique rigidité mesurée prix revente,0,Inconnu
"Ferraille ou métal collecté via la collecte citoyenne. Masse non mesuré kg. Haute conductivité électrique, matériau extrêmement rigide. Prix revente estimé.",ferraille métal via citoyenne mesuré haute conductivité électrique extrêmement rigide prix revente,0,Inconnu
"Déchet de type papier identifié au centre de tri municipal. Volume estimé 65.9 L, poids -99.0 kg. Texture souple, très opaque.",papier identifié centre tri municipal 65 99 0kg texture souple très opaque,0,Inconnu
"Bris de verre ou contenants au centre de tri municipal. Masse 170.7 kg. Matériau dense, rigidité élevée, transparence partielle. Aucune anomalie signalée.",bris verre contenants centre tri municipal 170 7kg dense rigidité élevée transparence partielle aucune anomalie signalée,0,Moyen
"Bris de verre ou contenants lors d'une collecte citoyenne. Masse 205.5 kg. Matériau dense, rigidité élevée, transparence partielle. Légère contamination observée.",bris verre contenants lors citoyenne 205 5kg dense rigidité élevée transparence partielle légère contamination observée,1,Moyen
"Lot métallique au centre de tri municipal. Poids 66.5 kg, volume 150.9 L. Conducteur, très rigide. Aspect très opaque. Odeur inhabituelle signalée par l'agent.",métallique centre tri municipal 66 5kg 150 conducteur très rigide aspect très opaque odeur inhabituelle signalée agent,0,Inconnu
"Lot plastique en provenance de l'Usine B. Volume 60.6 L, poids 41.4 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",plastique 60 41 4kg aspect légèrement translucide rigidité moyenne aucune trace métal,1,Moyen
"Collecte de déchets papier au Centre de Tri. Masse 17.9 kg. Matériau souple, sans conductivité électrique. Surface très opaque.",déchets papier centre tri 17 9kg souple sans conductivité électrique surface très opaque,0,Inconnu
"Verre recyclable via la collecte citoyenne. Poids 236.5 kg, volume 473.1 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable via citoyenne 236 5kg 473 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Lot plastique à l'Usine B. Volume 103.9 L, poids 37.0 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",plastique 103 37 0kg aspect semi opaque rigidité moyenne aucune trace métal,1,Moyen
"Lot plastique sans localisation enregistrée. Volume -5.3 L, poids 9.8 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",plastique sans localisation enregistrée 5 9 8kg aspect semi opaque rigidité moyenne aucune trace métal,1,Moyen
"Papier usagé en provenance de l'Usine A. Poids relevé : 22.6 kg. Faible rigidité, non conducteur. Matériau mélangé à d'autres déchets.",papier usagé relevé 22 6kg faible rigidité conducteur mélangé autres déchets,0,Inconnu
"Feuilles et cartons collectés depuis l'Usine B. Masse totale 11.9 kg. Matériau léger, souple et opaque. Conditionnement non conforme au protocole.",feuilles carton depuis totale 11 9kg léger souple opaque conditionnement conforme protocole,0,Inconnu
"Déchet plastique collecté depuis l'Usine B. Poids 32.8 kg, volume 37.0 L. Rigidité rigide, non conducteur. Surface semi-opaque.",plastique depuis 32 8kg 37 rigidité rigide conducteur surface semi opaque,0,Inconnu
"Verre recyclable depuis l'Usine B. Poids 210.7 kg, volume 377.6 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable depuis 210 7kg 377 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Déchet de type papier identifié lors d'une collecte citoyenne. Volume estimé 7.9 L, poids 2.0 kg. Texture de rigidité non mesurée, très opaque.",papier identifié lors citoyenne 7 2 0kg texture rigidité mesurée très opaque,0,Inconnu
Lot de verre trié à l'Usine B. Masse 182.4 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Acheminement prioritaire demandé.,verre trié 182 4kg lourd extrêmement rigide aspect légèrement translucide acheminement prioritaire demandé,0,Moyen
"Déchet plastique collecté provenant de l'Usine A. Poids non mesuré kg, volume 36.2 L. Rigidité semi-rigide, non conducteur. Surface légèrement translucide.",plastique provenant mesuré 36 rigidité semi rigide conducteur surface légèrement translucide,0,Moyen
"Feuilles et cartons collectés à l'emplacement non spécifié. Masse totale 15.0 kg. Matériau léger, souple et opaque. Volume surestimé, vérification recommandée.",feuilles carton emplacement spécifié totale 15 0kg léger souple opaque surestimé vérification recommandée,0,Inconnu
"Lot métallique lors d'une collecte citoyenne. Poids 81.8 kg, volume 199.7 L. Conducteur, très rigide. Aspect très opaque. Légère contamination observée.",métallique lors citoyenne 81 8kg 199 conducteur très rigide aspect très opaque légère contamination observée,1,Inconnu
"Déchet de type papier identifié depuis le Centre de Tri. Volume estimé 2.8 L, poids 13.1 kg. Texture souple, très opaque.",papier identifié depuis centre tri 2 13 1kg texture souple très opaque,0,Inconnu
Déchets métalliques triés au Centre de Tri. Poids 57.4 kg. Conductivité mesurée : 0.812. Matériau dense et résistant. Conditionnement non conforme au protocole.,déchets métalliques triés centre tri 57 4kg conductivité mesurée 0 812 dense résistant conditionnement conforme protocole,0,Inconnu
"Déchet non catégorisé collecté provenant de l'Usine A. Poids 367.3 kg, volume 38.2 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",catégorisé provenant 367 3kg 38 caractéristiques ambiguës nécessite analyse complémentaire,0,Inconnu
"Papier usagé dans un site non renseigné. Poids relevé : 11.0 kg. Faible rigidité, non conducteur. Traces d'humidité détectées.",papier usagé relevé 11 0kg faible rigidité conducteur trace humidité détectées,1,Inconnu
"Ferraille ou métal collecté au Centre de Tri. Masse 36.0 kg. Haute conductivité électrique, matériau extrêmement rigide. Prix revente estimé.",ferraille métal centre tri 36 0kg haute conductivité électrique extrêmement rigide prix revente,0,Inconnu
"Déchet plastique collecté depuis l'Usine B. Poids 26.4 kg, volume 77.1 L. Rigidité rigide, non conducteur. Surface indéterminée.",plastique depuis 26 4kg 77 rigidité rigide conducteur surface indéterminée,0,Inconnu
"Feuilles et cartons collectés via la collecte citoyenne. Masse totale 12.7 kg. Matériau léger, souple et opaque. Étiquetage absent sur le conteneur.",feuilles carton via citoyenne totale 12 7kg léger souple opaque étiquetage absent conteneur,0,Inconnu
"Verre recyclable via la collecte citoyenne. Poids 175.5 kg, volume 346.2 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable via citoyenne 175 5kg 346 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
